inbound,udp,25492-2619,133.3.77.132-195.8.20.129
inbound,udp,38472-9650,166.71.130.143
outbound,tcp,46771-43776,129.209.25.146-224.104.29.155
outbound,udp,26335,47.71.187.12
inbound,udp,49999,218.165.227.231
outbound,udp,46778,110.52.182.2-166.191.164.132
outbound,udp,54504,146.47.13.37-179.5.5.55
outbound,udp,12477,240.250.235.34
outbound,udp,51644-58943,247.24.223.235-224.83.8.29
inbound,tcp,23794,70.217.166.163-180.25.100.82
outbound,udp,7762,96.97.70.180-243.24.79.239
inbound,udp,51168,39.88.248.224
inbound,udp,48157,205.58.170.167-0.12.75.108
outbound,udp,5705-14588,164.207.228.157
outbound,udp,44933-34420,54.29.255.195-217.94.117.165
inbound,udp,58450-4651,147.255.164.237-111.170.224.126
inbound,tcp,49372,30.164.113.83-200.148.218.97
outbound,tcp,32204,55.208.47.111-161.196.14.23
outbound,tcp,47372-14512,191.176.9.66
outbound,udp,6354,69.187.41.42-16.56.215.46
inbound,tcp,57943,16.1.179.153
outbound,udp,12425-1401,46.165.186.255
outbound,udp,408-49008,2.21.122.15-24.214.242.170
inbound,tcp,52143-46150,192.181.195.183
outbound,udp,24151-4827,79.3.202.216
outbound,tcp,51611,200.80.89.223-216.224.143.110
outbound,tcp,51777-49198,145.206.54.41
outbound,udp,47375,128.12.84.98
outbound,tcp,24022,249.32.47.40-129.139.56.26
outbound,udp,27127,123.191.201.244
inbound,tcp,55333,16.88.6.169
inbound,tcp,58331-5029,86.226.102.125-160.112.91.251
outbound,tcp,40623-37989,119.119.37.216
outbound,udp,39331,107.192.246.196-66.220.240.213
inbound,udp,58100,61.123.251.86
outbound,udp,37440,62.33.139.97
inbound,udp,49382-39734,212.212.237.189
outbound,udp,53497,182.112.141.44
inbound,udp,26164-41367,134.209.100.38-107.124.226.191
outbound,udp,15431,137.160.168.227-146.101.153.124
outbound,tcp,27392-50519,44.161.78.24-116.16.7.14
outbound,tcp,37552,51.236.39.239-153.90.24.61
inbound,tcp,34115,254.178.85.34-10.201.238.166
outbound,udp,46471-40350,73.217.130.220-135.158.36.47
outbound,tcp,35195-62391,64.116.49.122
outbound,udp,4388-17918,166.133.253.215-28.110.24.44
inbound,tcp,40350-3470,230.206.197.213
outbound,tcp,61611-60536,155.99.181.237
inbound,tcp,12891-22243,87.133.55.209-239.167.155.0
outbound,tcp,24867-58565,161.154.30.181
inbound,udp,40262,181.225.165.241-13.242.76.157
inbound,udp,789-28217,207.194.106.231-101.169.59.185
inbound,udp,11788-59760,50.163.150.30-7.165.126.129
outbound,udp,57404-46686,187.243.135.136-172.144.156.209
outbound,udp,9116,173.144.55.198
outbound,tcp,57499,196.181.210.184-238.161.211.127
outbound,tcp,38241,77.12.252.184-216.13.145.115
outbound,tcp,15293-57000,0.152.126.44-201.145.106.245
inbound,udp,21309-40223,204.197.58.61
inbound,tcp,52235,198.15.151.247-126.206.18.142
outbound,udp,25660-2419,239.90.40.81-90.20.123.181
outbound,tcp,53418,202.145.45.246-44.163.219.140
outbound,udp,4101-57318,137.26.66.148
outbound,udp,12560,135.254.124.146-207.177.6.164
outbound,tcp,45068-4750,176.7.61.245-91.134.16.109
outbound,tcp,28335,199.114.117.11
outbound,tcp,40128,199.19.26.91
outbound,udp,16553-52082,53.51.180.73
inbound,udp,14103,248.210.119.53
inbound,tcp,5793,145.238.27.111-0.73.75.18
outbound,udp,61540-23686,17.247.64.130
inbound,udp,11525-11766,54.94.125.52-233.245.183.247
outbound,tcp,25783-57419,72.244.88.66
inbound,udp,45034,45.203.233.136
outbound,tcp,6770-23735,127.1.221.137-34.231.241.226
inbound,udp,5362,203.229.230.218
inbound,udp,35442,118.194.156.231
outbound,udp,33032-54563,111.28.87.118
inbound,tcp,33209,207.173.176.87-208.87.180.26
inbound,tcp,14027,209.18.86.152-217.207.224.65
inbound,udp,22376,91.145.86.162-31.105.150.86
inbound,tcp,63200,5.152.108.147
inbound,tcp,62332-13999,55.163.68.216
inbound,tcp,30793-26034,29.32.108.106-171.177.221.32
inbound,udp,61912-43020,246.76.220.16
outbound,tcp,25851-60881,155.28.160.225
inbound,udp,28755-50944,5.117.130.28
inbound,tcp,9016-49612,132.140.175.254-137.230.63.215
inbound,udp,32216,249.176.233.243-23.237.204.232
inbound,tcp,58153-64077,215.98.220.131-205.195.163.212
outbound,tcp,30267-54465,226.119.101.200-170.96.141.128
inbound,tcp,8439,11.206.27.242
inbound,udp,36499,240.30.73.177-41.248.209.203
inbound,tcp,24058,74.223.235.246-178.164.37.69
outbound,udp,32513,246.109.65.68-25.43.47.3
inbound,udp,16949,159.9.204.118
outbound,udp,50541-26095,206.135.209.32-120.73.248.214
outbound,udp,16987-27657,218.167.32.210-233.207.35.0
outbound,udp,48713-57928,177.167.100.246
outbound,udp,50969-27562,172.195.170.146-166.230.10.185
outbound,udp,56300,143.32.127.54
outbound,tcp,23368-57371,210.102.184.60
inbound,udp,30246-21211,15.216.52.158
inbound,udp,12797,168.129.5.64-82.59.162.181
outbound,udp,57849-13211,236.137.95.77
inbound,udp,35099-39730,72.12.65.195
outbound,tcp,4286,26.196.40.221-176.54.40.193
outbound,tcp,64282-38025,87.74.188.201-203.30.156.219
inbound,udp,39271,110.96.164.197-142.191.183.182
inbound,tcp,43975,113.197.236.116
outbound,tcp,12655-6074,130.39.128.96
outbound,tcp,35479,56.61.233.157-36.52.174.116
inbound,tcp,10894,197.171.132.30-23.215.239.104
outbound,udp,58009-64500,226.45.191.96
inbound,tcp,61569-41479,210.66.245.107-222.81.44.221
outbound,tcp,34874,4.8.93.105-162.224.94.144
inbound,tcp,410,50.247.216.25
inbound,udp,31428-51442,10.21.105.157
inbound,udp,63921,198.70.251.234
outbound,tcp,19754,97.183.224.103-228.97.48.64
outbound,tcp,62182,36.65.8.88-158.174.210.184
outbound,udp,8469-8635,218.140.214.70
inbound,udp,33735-30425,228.132.80.215
inbound,udp,48187-14565,223.47.146.92-74.173.100.139
inbound,tcp,59822-29273,43.50.65.228-37.162.180.88
outbound,udp,57524-7868,22.243.94.169
outbound,tcp,50788,196.191.19.4-173.130.126.168
inbound,udp,744-18368,43.20.168.0
outbound,udp,56267-49428,241.77.37.96
outbound,tcp,5579-54479,122.186.0.92-137.120.200.93
outbound,udp,53196-50732,217.144.251.114-92.3.64.16
inbound,tcp,992-7254,134.188.77.171-65.39.31.231
inbound,udp,43136,45.111.17.180
inbound,tcp,7444-9087,55.131.76.83
outbound,udp,8381,230.27.140.70
inbound,tcp,22606,11.67.7.23
outbound,tcp,39238,192.63.104.46-47.8.66.175
outbound,udp,31536-58590,157.188.101.216
outbound,udp,27997,166.50.151.74-202.198.51.209
outbound,udp,53187-17789,192.201.75.149
inbound,udp,45619,114.200.229.125-252.155.28.232
inbound,udp,42166,179.176.72.23
inbound,udp,329,205.57.70.75-205.93.231.96
inbound,tcp,49584,180.221.141.133-51.4.29.17
inbound,tcp,1944-36013,200.180.7.142
inbound,udp,22144,16.184.199.137-30.188.39.162
inbound,udp,35371,40.202.43.176
outbound,tcp,34304,91.2.202.46
inbound,udp,55271-21546,175.80.161.242
inbound,tcp,2851-51549,136.104.37.199
outbound,tcp,6657-5930,139.202.9.236-136.202.153.143
inbound,udp,17368,82.75.67.70
inbound,udp,33200,179.53.185.157
inbound,tcp,2555,42.94.117.196-123.78.159.135
outbound,udp,12713-3382,247.79.206.151
inbound,udp,5985,179.91.128.33
outbound,tcp,39923,38.99.81.177-50.14.233.125
outbound,udp,31577,54.216.241.83-94.11.10.23
inbound,tcp,6366-36093,97.251.225.217-211.147.62.230
outbound,tcp,40585-8481,166.96.117.206-150.239.107.39
inbound,tcp,36529,0.62.35.125
inbound,udp,61339-47399,4.109.118.86
inbound,udp,583,45.101.229.214
